movie_title,budget_2017
Mean Girls ,21989781.536293164
Under the Tuscan Sun ,23906657.018813316
Gosford Park ,27320353.31704567
The O.C.             ,nan
Peggy Sue Got Married ,40120218.57923498
Birdman or (The Unexpected Virtue of Ignorance) ,18576890.63817824
Blue Jasmine ,18879428.571428575
United 93 ,18179267.084846485
Honey ,33203690.303907383
Glory ,35478120.80536913
Spy Hard ,28040738.38319542
The Fog ,2965266.5589660746
Soul Surfer ,19549704.142011832
Catch-22 ,113244215.93830335
Observe and Report ,20498836.66821778
Conan the Destroyer ,42330557.33504164
Raging Bull ,53374798.06138934
Love Happens ,20498836.66821778
Young Sherlock Holmes ,40889851.48514852
Fame ,20498836.66821778
127 Hours ,20167251.640470017
Small Time Crooks ,25537391.304347828
Center Stage ,25537391.304347828
Love the Coopers ,17522673.031026255
Catch That Kid ,23283298.097251587
Life as a House ,24836684.83367788
Steve Jobs ,30922364.172399275
"I Love You, Beth Cooper ",20498836.66821778
Youth in Revolt ,20498836.66821778
The Legend of the Lone Ranger ,48373352.85505125
The Tailor of Panama ,24836684.83367788
Blow Out ,48373352.85505125
Getaway ,18879428.571428575
The Ice Storm ,27395522.3880597
And So It Goes ,18576890.63817824
Troop Beverly Hills ,35478120.80536913
Being Julia ,23283298.097251587
9½ Weeks ,37891317.54705526
Dragonslayer ,48373352.85505125
The Last Station ,14804715.371490616
Ed Wood ,29671306.69061518
Labor Day ,18879428.571428575
Mongol: The Rise of Genghis Khan ,23566040.763922326
RocknRolla ,20425965.99690881
Megaforce ,50634482.758620694
Hamlet ,28040738.38319542
Mao's Last Dancer ,nan
Midnight Special ,18324459.234608985
Anything Else ,23906657.018813316
The Railway Man ,18879428.571428575
Unforgettable             ,nan
The White Ribbon ,13665891.112145185
Restoration ,nan
The Wraith ,6018032.786885247
The Salton Sea ,24450693.802035153
Metallica Through the Never ,nan
The Informers ,20425965.99690881
Carlos             ,nan
I Come with the Rain ,20498836.66821778
One Man's Hero ,16646364.36276468
Day of the Dead ,7950804.455445545
I Am Wrath ,18324459.234608985
Renaissance ,16967315.94585672
Forsaken ,11338200.1965464
Red Sonja ,40662685.64356436
Red Lights ,14898970.865342805
Superbad ,23566040.763922326
Madea Goes to Jail ,nan
Wolves ,18576890.63817824
Step Up 2: The Streets ,26099845.440494593
Hoodwinked! ,21892145.169534843
Hotel Rwanda ,22636539.816772375
Hitman ,28279248.91670679
Black Nativity ,18355000.0
The Prince ,18576890.63817824
City of Ghosts ,23771507.863089733
The Others ,23456869.009584665
Aliens ,41234669.095324844
My Fair Lady ,133920600.85836911
I Know What You Did Last Summer ,25873548.922056388
Let's Be Cops ,17544841.15827945
Sideways ,15522198.731501056
Beerfest ,21209144.9323209
Halloween ,1123775.5102040817
Hero ,42109528.2146161
Good Boy! ,22578509.40665702
The Best Man Holiday ,17830571.42857143
Smokin' Aces ,20603169.362826016
Saw 3D: The Final Chapter ,22408057.37830002
40 Days and 40 Nights ,23092321.92414431
TRON: Legacy ,190468487.71555015
A Night at the Roxbury ,25482645.97795018
Beastly ,18463609.46745562
The Hills Have Eyes ,18179267.084846485
Dickie Roberts: Former Child Star ,22578509.40665702
"McFarland, USA ",17522673.031026255
Lottery Ticket ,nan
ATL ,nan
Pitch Perfect ,18091607.479344834
Summer Catch ,46913738.01916933
A Simple Plan ,25482645.97795018
They ,23092321.92414431
Larry the Cable Guy: Health Inspector ,4847804.555959063
The Adventures of Elmo in Grouchland ,24932880.54334798
Brooklyn's Finest ,19360012.408872344
55 Days at Peking ,71823913.04347827
Evil Dead ,17830571.42857143
My Life in Ruins ,19360012.408872344
American Dreamz ,23027071.64080555
Superman IV: The Quest for Peace ,36559461.04276509
How She Move ,nan
Running Scared ,20603169.362826016
Bobby Jones: Stroke of Genius ,nan
Shanghai Surprise ,37891317.54705526
The Illusionist ,19391218.22383625
Roar ,45685944.36310396
Veronica Guerin ,22578509.40665702
Escobar: Paradise Lost ,17544841.15827945
Southland Tales ,20603169.362826016
Dragon Hunters ,12482534.775888719
Damnation Alley ,68541460.73585942
The Apparition ,18091607.479344834
My Girl ,29597605.668214023
Fur: An Imaginary Portrait of Diane Arbus ,20360779.135028064
The Illusionist ,19391218.22383625
Wall Street ,32258347.97891037
Sense and Sensibility ,26456213.146975327
Becoming Jane ,19441983.630235918
Sydney White ,19441983.630235918
House of Sand and Fog ,19922214.18234443
Dead Poets Society ,32324510.067114096
Dumb & Dumber ,26374494.83610238
When Harry Met Sally... ,31536107.382550336
The Verdict ,40507586.20689656
Road Trip ,22132405.797101453
Varsity Blues ,23466240.511386335
The Artist ,16291420.118343195
The Unborn ,18221188.149526913
Moonrise Kingdom ,17027395.274677493
The Texas Chainsaw Massacre: The Beginning ,19391218.22383625
The Young Messiah ,18833471.9911259
The Master of Disguise ,21733950.04625347
Pan's Labyrinth ,16361340.376361838
The Messengers             ,nan
See Spot Run ,48293553.843262546
Baby Boy ,22077053.18549145
The Roommate ,17377514.792899407
Joe Dirt ,24422740.086449917
Double Impact ,26906914.24383093
Hot Fuzz ,9426416.30556893
The Women ,18723802.163833078
Vicky Cristina Barcelona ,17589026.275115922
Arn: The Knight Templar ,29457550.954902906
Bad Moms ,20360510.26067665
Boys and Girls ,22699903.381642513
White Oleander ,21733950.04625347
Jennifer's Body ,18221188.149526913
Drowning Mona ,22699903.381642513
Radio Days ,34408904.51083773
Left Behind ,16512791.678380659
Remember Me ,17926445.902640015
How to Deal ,21250361.794500727
My Stepmother Is an Alien ,41316826.11142375
Philadelphia ,43974199.49320433
The Thirteenth Floor ,23466240.511386335
The Cookout ,nan
Meteor ,53861531.4076112
Duets ,21281159.420289855
Hollywood Ending ,21733950.04625347
Detroit Rock City ,21999600.47942469
Highlander ,35662416.51487554
Things We Lost in the Fire ,18852832.61113786
Steel ,24351575.45605307
The Immigrant ,16781714.285714287
The White Countess ,20015675.583574716
Trance ,20977142.85714286
Soul Plane ,20696264.97533474
Welcome to the Sticks ,12482534.775888719
Good ,17021638.330757342
Enter the Void ,14804715.371490616
Vamps ,17027395.274677493
Hachi: A Dog's Tale ,18221188.149526913
Zulu ,16781714.285714287
The Homesman ,16512791.678380659
Juwanna Mann ,21190601.29509713
Lilyhammer             ,nan
Ararat ,nan
Madison ,nan
Slow Burn ,19390185.721588004
Wasabi ,21111182.1086262
Slither ,18785242.65434137
Beverly Hills Cop ,32923766.8161435
Home Alone ,33661742.23127866
3 Men and a Baby ,23656121.85120094
Tootsie ,55697931.03448276
Top Gun ,33433515.482695818
"Crouching Tiger, Hidden Dragon ",21281159.420289855
American Beauty ,21999600.47942469
The King's Speech ,16806043.033725016
Twins ,30987619.583567817
Scream: The TV Series             ,nan
The Yellow Handkerchief ,17589026.275115922
The Color Purple ,34074876.237623766
Tidal Wave ,nan
Ben-Hur ,101802551.30338325
The Imitation Game ,14448692.718583075
Private Benjamin ,29652665.589660745
Coal Miner's Daughter ,nan
Diary of a Wimpy Kid ,16806043.033725016
Mama ,20977142.85714286
Halloween ,1123775.5102040817
National Lampoon's Vacation ,36795856.99966589
Bad Grandpa ,15732857.142857144
The Queen ,11877121.162099704
Beetlejuice ,30987619.583567817
Why Did I Get Married? ,17674530.572941743
Little Women ,24726088.908845983
The Woman in Black ,18091607.479344834
When a Stranger Calls ,18179267.084846485
Big Fat Liar ,20375578.16836263
The Deer Hunter ,56188775.510204084
Wag the Dog ,22829601.990049753
The Lizzie McGuire Movie ,22578509.40665702
Snitch ,15732857.142857144
Krampus ,15461182.086199638
The Faculty ,22484687.627603102
What's Love Got to Do with It ,nan
Cop Land ,15219734.660033168
Not Another Teen Movie ,22077053.18549145
End of Watch ,7449485.432671403
Aloha ,38137582.47929244
The Skulls ,21281159.420289855
The Theory of Everything ,15480742.198481867
Malibu's Most Wanted ,21250361.794500727
Where the Heart Is ,21281159.420289855
Lawrence of Arabia ,121155115.51155116
Halloween II ,17082363.89018148
Wild ,15480742.198481867
The Last House on the Left ,17082363.89018148
The Wedding Date ,18764695.859601296
Halloween: Resurrection ,20375578.16836263
Clash of the Titans ,140050358.6143751
The Princess Bride ,34408904.51083773
The Great Debaters ,17674530.572941743
Drive ,16291420.118343195
Confessions of a Teenage Drama Queen ,19402748.414376322
The Object of My Affection ,22484687.627603102
28 Weeks Later ,17674530.572941743
When the Game Stands Tall ,15480742.198481867
Because of Winn-Dixie ,17513716.135627877
Love & Basketball ,21281159.420289855
Grosse Pointe Blank ,22829601.990049753
All About Steve ,17082363.89018148
Book of Shadows: Blair Witch 2 ,21281159.420289855
The Craft ,23367281.98599618
Match Point ,18764695.859601296
Ramona and Beezus ,16806043.033725016
The Remains of the Day ,19450126.6989173
Boogie Nights ,22829601.990049753
Nowhere to Run ,25369730.476848654
Flicka ,18179267.084846485
The Hills Have Eyes II ,17674530.572941743
Urban Legends: Final Cut ,19862415.458937198
Tuck Everlasting ,20375578.16836263
The Marine ,24239022.779795315
Keanu ,15270382.695507487
Country Strong ,16806043.033725016
Disturbing Behavior ,22484687.627603102
The Place Beyond the Pines ,15963183.070010148
The November Man ,15480742.198481867
Eye of the Beholder ,21999600.47942469
The Hurt Locker ,17021638.330757342
Firestarter ,35275464.44586804
Killing Them Softly ,15963183.070010148
A Most Wanted Man ,15480742.198481867
Freddy Got Fingered ,20697237.361398235
The Pirates Who Don't Do Anything: A VeggieTales Movie ,17021638.330757342
U2 3D ,nan
Highlander: Endgame ,21281159.420289855
Idlewild ,18179267.084846485
One Day ,16291420.118343195
Whip It ,17082363.89018148
Knockaround Guys ,nan
Confidence ,19922214.18234443
The Muse ,21999600.47942469
De-Lovely ,25870331.21916843
New York Stories ,29565100.671140943
Barney's Great Adventure ,22484687.627603102
The Man with the Iron Fists ,15963183.070010148
Home Fries ,22484687.627603102
Here on Earth ,21281159.420289855
Brazil ,34074876.237623766
Raise Your Voice ,19402748.414376322
The Dead Zone             ,nan
The Big Lebowski ,22484687.627603102
Black Snake Moan ,18179267.084846485
Dark Blue ,20375578.16836263
A Mighty Heart ,18852832.61113786
Whatever It Takes ,21281159.420289855
Boat Trip ,27167437.557816837
The Importance of Being Earnest ,20375578.16836263
The Love Letter ,nan
Hoot ,18179267.084846485
In Bruges ,17021638.330757342
Peeples ,15732857.142857144
The Rocker ,17021638.330757342
Post Grad ,17082363.89018148
Promised Land ,15963183.070010148
Whatever Works ,17082363.89018148
The In Crowd ,21281159.420289855
Three Burials ,18764695.859601296
Jakob the Liar ,21999600.47942469
Kiss Kiss Bang Bang ,18764695.859601296
Idle Hands ,29332800.63923292
Mulholland Drive ,20697237.361398235
Blood and Chocolate ,nan
You Will Meet a Tall Dark Stranger ,24648863.11613002
Never Let Me Go ,16806043.033725016
The Company             ,nan
Transsiberian ,17021638.330757342
The Clan of the Cave Bear ,33433515.482695818
Crazy in Alabama ,21999600.47942469
Funny Games ,17674530.572941743
Listening ,nan
Felicia's Journey ,nan
Metropolis ,84390804.59770115
District B13 ,15522198.731501056
Things to Do in Denver When You're Dead ,11223848.001747109
The Assassin ,15461182.086199638
Buffalo Soldiers ,20697237.361398235
The Return ,nan
Ong-bak 2 ,340432766.6151469
Centurion ,nan
Silent Trigger ,14020369.19159771
The Midnight Meat Train ,17021638.330757342
Winnie Mandela ,16291420.118343195
The Son of No One ,16291420.118343195
All the Queen's Men ,34495395.602330394
The Good Night ,17674530.572941743
Bathory: Countess of Blood ,nan
Khumba ,20977142.85714286
Automata ,7224346.359291538
Dungeons & Dragons: Wrath of the Dragon God ,18764695.859601296
Chiamatemi Francesco - Il Papa della gente ,15461182.086199638
Shinjuku Incident ,17082363.89018148
Pandaemonium ,21281159.420289855
Groundhog Day ,24693204.330799356
Magic Mike XXL ,15255032.991716975
Romeo + Juliet ,22588372.586462975
Sarah's Key ,11204028.68915001
Freedom ,14964717.458532471
Unforgiven ,25071093.194213897
Manderlay ,17763912.08042256
Slumdog Millionaire ,17021638.330757342
Fatal Attraction ,30107791.446983013
Pretty Woman ,26181355.068772286
Towering Inferno             ,nan
Crocodile Dundee II ,32640292.628024764
Broken Horses ,15461182.086199638
Born on the Fourth of July ,27594093.959731545
Cool Runnings ,25369730.476848654
My Bloody Valentine ,17082363.89018148
The Possession ,14898970.865342805
First Blood ,35444137.93103448
Stomp the Yard ,16496228.534745628
The Spy Who Loved Me ,56445908.841295995
Ghost Hunters             ,nan
Urban Legend ,20985708.452429563
Dangerous Liaisons ,28921778.27799663
Good Deeds ,nan
White Fang ,25113119.96090887
Superstar ,20532960.447463043
The Iron Lady ,14119230.76923077
Jonah: A VeggieTales Movie ,19017206.290471785
Poetic Justice ,23678415.11172541
All About the Benjamins ,19017206.290471785
Vampire in Brooklyn ,32068137.14784888
Exorcist II: The Heretic ,56445908.841295995
An American Haunting ,17513716.135627877
My Boss's Daughter ,18594066.570188135
A Perfect Getaway ,15943539.63083605
Our Family Wedding ,15685640.164810013
Dead Man on Campus ,20985708.452429563
Tea with Mussolini ,17599680.38353975
Thinner ,13241459.792064503
"New York, New York ",56445908.841295995
Crooklyn ,23077682.981589586
I Think I Love My Wife ,nan
Jason X ,15177974.065025372
Big Fat Liar ,20375578.16836263
Bobby ,16967315.94585672
Head Over Heels ,19317421.53730502
Fun Size ,14898970.865342805
The Diving Bell and the Butterfly ,nan
Little Children ,31510729.613733906
Gossip ,34049855.07246377
A Walk on the Moon ,20532960.447463043
Catch a Fire ,16967315.94585672
Soul Survivors ,19317421.53730502
Jefferson in Paris ,22447696.003494218
Easy Virtue ,nan
Caravans ,52442857.14285715
Mr. Turner ,8462805.735170087
Wild Grass ,nan
Amen. ,139912303.4227567
Reign of Assassins ,13444834.426980011
The Lucky Ones ,17021638.330757342
Margaret ,15205325.443786982
Stan Helsing ,nan
Flipped ,15685640.164810013
Brokeback Mountain ,17513716.135627877
Teenage Mutant Ninja Turtles ,129006184.9873489
Clueless ,19240882.288709328
Far from Heaven ,18338020.351526365
Hot Tub Time Machine 2 ,14430436.613786329
Dekalog             ,nan
Quills ,19153043.47826087
Seven Psychopaths ,15963183.070010148
The Caveman's Valentine ,nan
The Border             ,nan
Downfall ,17462473.572938688
The Sea Inside ,12935165.609584214
Under the Skin ,nan
"Good Morning, Vietnam ",27957234.915055655
The Last Godfather ,15013398.443461012
Justin Bieber: Never Say Never ,14119230.76923077
Black Swan ,14565237.295895012
RoboCop ,103204947.98987912
The Godfather: Part II ,64403508.77192983
Save the Last Dance ,17937605.713211805
A Nightmare on Elm Street 4: The Dream Master ,14460889.138998315
Miracles from Heaven ,13234331.669439822
"Dude, Where's My Car? ",18443671.497584544
Young Guns ,26855936.972425442
St. Vincent ,13416643.238684285
About Last Night ,12900618.49873489
10 Things I Hate About You ,23466240.511386335
The New Guy ,17658834.412580945
Loaded Weapon 1 ,13868785.994010597
The Shallows ,17306433.721575152
The Butterfly Effect ,16815715.292459477
Snow Day ,18443671.497584544
This Christmas ,15317926.496549511
Baby Geniuses ,26399520.575309627
The Big Hit ,19486729.277256023
Harriet the Spy ,20251644.387863357
Child's Play 2 ,24311258.278145697
No Good Deed ,13623053.134664044
The Mist ,21209436.687530093
Ex Machina ,15461182.086199638
Being John Malkovich ,19066320.415501397
Two Can Play That Game ,8278894.944559294
Earth to Echo ,13416643.238684285
Crazy/Beautiful ,19317421.53730502
Letters from Iwo Jima ,23027071.64080555
The Astronaut Farmer ,15755364.806866953
Woo ,19486729.277256023
Room ,13399691.14137302
Dirty Work ,19486729.277256023
Serial Mom ,21429277.054333184
Dick ,19066320.415501397
Del 1 - Män som hatar kvinnor             ,nan
Light It Up ,19066320.415501397
54 ,19486729.277256023
Bubble Boy ,17937605.713211805
Birthday Girl ,17937605.713211805
21 & Over ,13635142.857142858
"Paris, je t'aime ",15755364.806866953
Resurrecting the Champ ,15317926.496549511
Admission ,13635142.857142858
The Widow of Saint-Pierre ,141874396.1352657
Chloe ,12527066.852799753
Faithful ,20251644.387863357
Brothers ,29609430.742981233
Find Me Guilty ,15755364.806866953
The Perks of Being a Wallflower ,13834758.660675462
Excessive Force ,5073946.095369731
Infamous ,15755364.806866953
The Claim ,28374879.227053143
The Vatican Tapes ,8756182.788151061
Attack the Block ,14119230.76923077
In the Land of Blood and Honey ,14119230.76923077
The Call ,13635142.857142858
Operation Chromite ,12847481.974486966
The Crocodile Hunter: Collision Course ,17658834.412580945
I Love You Phillip Morris ,14804715.371490616
Quest for Fire ,33592606.14934115
Antwone Fisher ,16979648.47363552
The Emperor's Club ,16979648.47363552
True Romance ,21987099.746602166
Womb ,4100674.5002289037
Glengarry Glen Ross ,21763101.731088452
The Killer Inside Me ,14565237.295895012
Cat People ,45571034.48275863
Sorority Row ,18221188.149526913
The Prisoner of Zenda ,nan
Lars and the Real Girl ,14139624.458353395
The Boy in the Striped Pajamas ,14184698.608964453
Dancer in the Dark ,18159922.70531401
Oscar and Lucinda ,24351575.45605307
The Funeral ,19472734.988330152
Solitary Man ,17082363.89018148
Machete ,11764230.12360751
Casino Jack ,16806043.033725016
The Land Before Time ,25823016.319639847
Tae Guk Gi: The Brotherhood of War ,16557011.980267793
The Perfect Game ,14235303.2418179
The Exorcist ,44029985.00749625
Jaws ,36324056.89548547
American Pie ,16133040.351578105
Ernest & Celestine ,10216437.164806494
The Golden Child ,55722525.804493025
Think Like a Man ,12770546.45600812
Barbershop ,16300462.5346901
Star Trek II: The Wrath of Khan ,27848965.51724138
Ace Ventura: Pet Detective ,19780871.127076786
WarGames ,29436685.599732712
Witness ,27259900.99009901
Act of Valor ,12770546.45600812
Step Up ,14543413.667877188
Beavis and Butt-Head Do America ,18693825.588796943
Jackie Brown ,18263681.5920398
Harold & Kumar Escape from Guantanamo Bay ,13617310.664605875
Chronicle ,12770546.45600812
Yentl ,29436685.599732712
Time Bandits ,13437042.459736459
Crossroads ,16300462.5346901
Project X ,12770546.45600812
Patton ,75496143.9588689
One Hour Photo ,16300462.5346901
Quarantine ,13617310.664605875
The Eye ,13617310.664605875
Johnson Family Vacation ,15522198.731501056
How High ,16557789.889118588
The Muppet Christmas Carol ,20892577.661844913
Casino Royale ,181792670.84846485
Frida ,16300462.5346901
Katy Perry: Part of Me ,12770546.45600812
The Fault in Our Stars ,12384593.758785494
Rounders ,17987750.102082483
Top Five ,12384593.758785494
Prophecy ,40396148.55570839
Stir of Echoes ,17599680.38353975
Spartacus: War of the Damned             ,nan
Philomena ,12586285.714285715
The Upside of Anger ,11258817.515760778
The Boys from Brazil ,44951020.40816327
Aquamarine ,14543413.667877188
Paper Towns ,12368945.66895971
My Baby's Daddy ,nan
Nebraska ,12586285.714285715
Tales from the Crypt: Demon Knight ,20844289.146101773
Max Keeble's Big Move ,16557789.889118588
Young Adult ,13033136.094674556
Crank ,14543413.667877188
How to Be a Player ,nan
Living Out Loud ,17987750.102082483
Just Wright ,nan
Rachel Getting Married ,nan
The Postman Always Rings Twice ,32248901.9033675
Girl with a Pearl Earring ,nan
Das Boot ,37623718.88726208
The Alamo ,138406272.0225511
Sorority Boys ,16300462.5346901
About Time ,12586285.714285715
House of Flying Daggers ,129351656.09584214
Arbitrage ,12770546.45600812
Project Almanac ,12368945.66895971
Cadillac Records ,13617310.664605875
Screwed ,14187439.613526572
Fortress ,13928385.10789661
For Your Consideration ,14543413.667877188
Celebrity ,17987750.102082483
Running with Scissors ,14543413.667877188
From Justin to Kelly ,15937771.345875544
Girl 6 ,18693825.588796943
In the Cut ,15937771.345875544
Two Lovers ,13617310.664605875
Last Orders ,16557789.889118588
The Host ,14804589138.329483
The Pursuit of D.B. Cooper ,32248901.9033675
Ravenous ,17599680.38353975
Charlie Bartlett ,14139624.458353395
The Great Beauty ,9649485.714285715
The Dangerous Lives of Altar Boys ,16300462.5346901
Stoker ,12586285.714285715
2046 ,15522198.731501056
Married Life ,14139624.458353395
Duma ,15011756.687681036
Ondine ,13665891.112145185
Brother ,14187439.613526572
Welcome to Collinwood ,16300462.5346901
Critical Care ,18263681.5920398
The Life Before Her Eyes ,9426416.30556893
Darling Companion ,nan
Trade ,14139624.458353395
Fateless ,3127449309.9335494
Breakfast of Champions ,17599680.38353975
"A Woman, a Gun and a Noodle Shop ",nan
Cypher ,10187789.084181314
City of Life and Death ,13665891.112145185
Home ,139150638.77579674
Legend of Kung Fu Rabbit ,nan
Space Battleship Yamato ,13444834.426980011
5 Days of War ,21721893.49112426
Triangle ,13665891.112145185
10 Days in a Madhouse ,12368945.66895971
Heaven Is for Real ,12384593.758785494
Snatch ,8512463.768115943
Dancin' It's On ,12368945.66895971
Pet Sematary ,22666577.181208055
Madadayo ,20126652.844966598
The Cry of the Owl ,13096478.982472468
A Tale of Three Cities ,12368945.66895971
Gremlins ,25868673.926969893
Star Wars: Episode IV - A New Hope ,44350356.946732566
Dirty Grandpa ,11707293.399889074
Doctor Zhivago ,85281942.97782472
Trash ,nan
High School Musical 3: Senior Year ,12482534.775888719
The Fighter ,28010071.722875025
Jackass Number Two ,nan
My Cousin Vinny ,19151529.52335784
If I Stay ,11352544.278886702
Drive Hard ,12384593.758785494
Major League ,21681073.825503357
St. Trinian's ,15907077.51564757
Phone Booth ,17658834.412580945
A Walk to Remember ,14942090.65679926
Dead Man Walking ,17637475.431316886
Cruel Intentions ,15399720.335597282
Saw VI ,12527066.852799753
History of the World: Part I ,29561493.41142021
The Secret Life of Bees ,12482534.775888719
Corky Romano ,15177974.065025372
Raising Cain ,20892577.661844913
F.I.S.T. ,41205102.04081633
Invaders from Mars ,26746812.386156652
Brooklyn ,11338200.1965464
Barry Lyndon ,49945578.23129252
Out Cold ,15177974.065025372
The Ladies Man ,15606183.57487923
Quartet ,11706334.251340775
Tomcats ,15177974.065025372
Frailty ,15177974.065025372
Woman in Gold ,11338200.1965464
Kinsey ,14228682.170542635
Army of Darkness ,22633625.80033199
Slackers ,14942090.65679926
What's Eating Gilbert Grape ,18604469.01635568
The Visual Bible: The Gospel of John ,22578509.40665702
Vera Drake ,14228682.170542635
The Guru ,14942090.65679926
The Perez Family ,17637475.431316886
Inside Llewyn Davis ,11537428.571428573
O ,6899079.120466079
Return to the Blue Lagoon ,19731737.112142682
The Molly Maguires ,69204798.62896316
Romance & Cigarettes ,nan
Copying Beethoven ,13331462.528887423
Poltergeist ,27089448.27586207
Brighton Rock ,13444834.426980011
Saw V ,12255579.598145287
Machine Gun McCain ,nan
LOL ,11706334.251340775
Jindabyne ,18179267.084846485
Kabhi Alvida Naa Kehna ,848365797.292836
An Ideal Husband ,20532960.447463043
The Last Days on Mars ,7342000.000000001
Darkness ,14398741.905642923
2001: A Space Odyssey ,84310047.84688996
E.T. the Extra-Terrestrial ,26583103.448275864
In the Land of Women ,11783020.381961163
The Blue Butterfly ,16168957.011980267
There Goes My Baby ,17308262.23619219
Lovesick             ,nan
Housefull ,nan
September Dawn ,12961322.420157278
For Greater Glory: The True Story of Cristiada ,11513472.394549936
La Famille Bélier ,11352544.278886702
Good Will Hunting ,15219734.660033168
Misconduct ,11198280.643372158
Saw III ,12119511.389897658
Stripes ,26874084.919472918
Bring It On ,14187439.613526572
The Purge: Election Year ,10180255.130338324
She's All That ,14666400.31961646
Precious ,11388242.59345432
Saw IV ,11783020.381961163
White Noise ,12509797.239734197
Madea's Family Reunion ,7271706.833938594
The Color of Money ,30758834.244080152
The Longest Day ,80770077.00770077
The Mighty Ducks ,17410481.38487076
The Grudge ,12935165.609584214
Happy Gilmore ,18693825.588796943
Jeepers Creepers ,13798158.240932157
Bill & Ted's Excellent Adventure ,19710067.11409396
Oliver! ,70258373.20574163
The Best Exotic Marigold Hotel ,10860946.74556213
Recess: School's Out ,31735763.95414396
Mad Max Beyond Thunderdome ,27953944.88428218
Commando ,22716584.158415843
The Boy ,10180255.130338324
Devil ,11204028.68915001
Friday After Next ,27167437.557816837
Insidious: Chapter 3 ,10307454.724133091
The Last Dragon ,22716584.158415843
Snatch ,8512463.768115943
The Lawnmower Man ,17410481.38487076
Nick and Norah's Infinite Playlist ,10212982.998454405
Dogma ,14666400.31961646
The Banger Sisters ,13583718.778908418
Twilight Zone: The Movie ,24530571.333110593
Road House ,33507114.093959734
A Low Down Dirty Shame ,16484059.272563988
Swimfan ,11546160.962072155
Employee of the Month ,14543413.667877188
Can't Hardly Wait ,14989791.751735402
The Outsiders ,24530571.333110593
Pete's Dragon ,66171658.34719911
The Dead Zone ,24530571.333110593
Sinister 2 ,10307454.724133091
Sparkle ,18091607.479344834
Valentine ,13798158.240932157
The Fourth Kind ,11388242.59345432
A Prairie Home Companion ,12119511.389897658
Sugar Hill ,16913153.651232436
Invasion U.S.A. ,22716584.158415843
Roll Bounce ,nan
Rushmore ,13490812.57656186
Skyline ,11204028.68915001
The Second Best Exotic Marigold Hotel ,10307454.724133091
Kit Kittredge: An American Girl ,11347758.88717156
The Perfect Man ,31274493.09933549
Mo' Better Blues ,18700967.90626592
Kung Pow: Enter the Fist ,13583718.778908418
Tremors ,20571064.69689251
Wrong Turn ,16734659.913169323
The Long Riders ,29652665.589660745
The Corruptor ,43999200.95884938
Mud ,10642122.046673432
Reno 911!: Miami ,11783020.381961163
One Direction: This Is Us ,10488571.42857143
"The Goods: Live Hard, Sell Hard ",nan
Hey Arnold! The Movie ,4075115.633672525
My Week with Marilyn ,6951005.917159763
The Matador ,12509797.239734197
Love Jones ,15219734.660033168
The Gift ,5153727.3620665455
End of the Spear ,12509797.239734197
Get Over It ,30355948.130050745
Office Space ,14666400.31961646
Drop Dead Gorgeous ,14666400.31961646
Big Eyes ,10320494.798987912
Very Bad Things ,14989791.751735402
Sleepover ,12935165.609584214
Body Double ,23516976.297245357
MacGruber ,11204028.68915001
Dirty Pretty Things ,13583718.778908418
Movie 43 ,6293142.857142857
The Tourist ,112040286.8915001
Over Her Dead Body ,11347758.88717156
Seeking a Friend for the End of the World ,10642122.046673432
Cedar Rapids ,nan
Bones             ,nan
American History X ,11242343.813801551
The Collection ,10642122.046673432
Teacher's Pet ,12935165.609584214
The Red Violin ,14989791.751735402
The Straight Story ,14666400.31961646
Deuces Wild ,13583718.778908418
Bad Words ,10488571.42857143
"Run, Fatboy, Run ",nan
Heartbeeps ,26874084.919472918
Black or White ,9288445.31908912
On the Line ,22077053.18549145
Rescue Dawn ,12119511.389897658
Danny Collins ,10307454.724133091
"Jeff, Who Lives at Home ",10860946.74556213
I Am Love ,11388242.59345432
Atlas Shrugged II: The Strike ,10642122.046673432
Romeo Is Bleeding ,19450126.6989173
The Limey ,13199760.287654813
Crash ,8407857.646229738
The House of Mirth ,14187439.613526572
Malone ,21505565.31927358
Peaceful Warrior ,12119511.389897658
Bucky Larson: Born to Be a Star ,10860946.74556213
Bamboozled ,14187439.613526572
The Forest ,10180255.130338324
Sphinx ,37623718.88726208
While We're Young ,10320494.798987912
A Better Life ,10860946.74556213
Spider ,10866975.023126734
Gun Shy ,14187439.613526572
Nicholas Nickleby ,13583718.778908418
The Iceman ,10642122.046673432
Dekalog             ,nan
Krrish ,12119511.389897658
Cecil B. DeMented ,14187439.613526572
Killer Joe ,11947041.420118343
The Joneses ,5694121.29672716
Owning Mahowny ,13281476.121562954
The Brothers Solomon ,11783020.381961163
My Blueberry Nights ,11783020.381961163
Illuminata ,nan
Swept Away ,13583718.778908418
"War, Inc. ",11347758.88717156
Shaolin Soccer ,13798158.240932157
The Brown Bunny ,13281476.121562954
The Swindle ,91318407.96019901
Rosewater ,5160247.399493956
The Chambermaid on the Titanic ,nan
Coriolanus ,nan
Imaginary Heroes ,5174066.243833685
High Heels and Low Lifes ,13798158.240932157
World's Greatest Dad ,nan
Severance ,6059755.694948829
Edmond ,12509797.239734197
Welcome to the Rileys ,nan
Police Academy: Mission to Moscow ,10220116.748989673
Blood Done Sign My Name ,nan
"Cinco de Mayo, La Batalla ",10488571.42857143
Elsa & Fred ,10320494.798987912
